age,gender,no_of_siblings,mother_occupation,mother_monthly_income,father_occupation,father_monthly_income,average_grade_g12,average_grade_first_year,grades_understanding_self,grades_purposive_communication,grades_art_appreciation,grades_sts,grades_environmental_science,grades_intermediate_programming,grades_discrete_mathematics,grades_contemporary_world_with_peace_education,grades_mathematics_in_the_modern_world,grades_introduction_computing,grades_fundamentals_of_programming,study_hours,study_strategies,regular_study_schedule,attendance_rate,class_participation,time_management_rating,study_deadlines_frequency,motivation_level,engagement_level,stress_frequency,coping_effectiveness,graduate_on_time
20,F,2,Housewife,0,Maintenance Worker,14000,78,74.3,80,79,71,79,72,72,71,77,71,71,74,Less than 5 hours,Often,0,More than 90%,Not at all,Excellent,Always,Extremely motivated,Very engaged,Often,Not effective,0
19,M,1,Cashier,11000,Delivery Rider,13000,89,73.9,71,70,85,71,75,71,72,74,70,82,72,Less than 5 hours,Often,1,Less than 50%,Not at all,Fair,Always,Very motivated,Extremely engaged,Often,Very effective,0
21,F,3,Delivery Rider,12500,Janitor,8000,94,73.5,75,81,70,73,71,71,80,72,73,70,72,11-15 hours,Rarely,0,71-90%,Slightly,Poor,Often,Not motivated,Extremely engaged,Never,Extremely effective,0
18,M,0,Housewife,0,Office Staff,15000,95,74.5,74,72,70,77,78,72,71,82,77,76,70,16-20 hours,Never,1,Less than 50%,Not at all,Good,Sometimes,Extremely motivated,Moderately engaged,Often,Moderately effective,0
20,F,1,Security Guard,13000,Waiter,9000,93,74.5,76,71,73,80,74,72,71,74,70,85,73,5-10 hours,Always,0,50-70%,Not at all,Excellent,Always,Extremely motivated,Very engaged,Sometimes,Very effective,0
19,F,2,Laundry Personnel,8000,Retail Salesperson,15000,76,74.5,72,81,71,73,78,76,79,70,70,79,70,5-10 hours,Always,0,50-70%,Slightly,Excellent,Often,Very motivated,Very engaged,Often,Not effective,0
18,F,4,Factory Worker,11000,Graphic Designer,22000,90,74.3,73,73,77,78,71,79,82,70,70,74,70,5-10 hours,Rarely,1,Less than 50%,Moderately,Poor,Always,Very motivated,Very engaged,Rarely,Very effective,0
22,M,0,Housewife,0,Government Official,18000,88,73.8,79,72,71,73,72,82,70,71,77,73,72,16-20 hours,Sometimes,0,50-70%,Moderately,Excellent,Often,Very motivated,Moderately engaged,Never,Moderately effective,0
20,F,1,Housewife,0,Street Vendor,7000,97,74.3,72,78,76,83,73,72,73,71,72,72,75,5-10 hours,Sometimes,0,50-70%,Very actively,Fair,Sometimes,Very motivated,Very engaged,Often,Extremely effective,0
19,M,2,Government Official,20000,Construction Worker,15000,86,73.8,80,71,74,73,71,79,70,71,71,81,71,Less than 5 hours,Sometimes,1,71-90%,Not at all,Fair,Often,Very motivated,Very engaged,Often,Very effective,0
21,M,1,Teacher,23000,Mechanic,14000,84,74.5,79,70,73,70,78,72,74,72,83,77,71,16-20 hours,Rarely,0,71-90%,Not at all,Good,Always,Very motivated,Moderately engaged,Rarely,Very effective,0
18,F,5,Housewife,0,Electrician,13000,82,74.1,75,72,71,74,83,74,70,72,71,79,74,5-10 hours,Never,1,71-90%,Not at all,Poor,Often,Very motivated,Slightly engaged,Never,Extremely effective,0
20,M,0,Waitress,9500,Security Guard,16000,81,74.5,76,71,73,73,81,70,71,70,76,85,73,5-10 hours,Sometimes,0,Less than 50%,Slightly,Fair,Often,Extremely motivated,Moderately engaged,Often,Moderately effective,0
19,F,1,Housewife,0,Jeepney Driver,11000,78,73.9,82,70,71,71,75,72,76,80,73,72,71,Less than 5 hours,Always,0,50-70%,Not at all,Good,Sometimes,Very motivated,Very engaged,Never,Not effective,0
18,M,2,Sales Clerk,11000,Tricycle Driver,9000,89,74.3,70,76,78,70,73,82,72,71,70,78,77,5-10 hours,Rarely,1,More than 90%,Slightly,Fair,Sometimes,Very motivated,Slightly engaged,Rarely,Moderately effective,0
20,F,4,HR,18000,Househusband,0,94,74.4,79,72,79,71,73,73,81,74,70,74,72,Less than 5 hours,Often,1,71-90%,Very actively,Fair,Often,Very motivated,Moderately engaged,Never,Moderately effective,0
21,M,0,Housewife,0,PUV Driver,12000,95,74.3,75,73,79,72,70,78,70,72,80,77,71,5-10 hours,Sometimes,0,71-90%,Very actively,Good,Often,Very motivated,Very engaged,Often,Very effective,0
19,M,1,Tailor,8000,Factory Driver,11000,93,74.2,77,82,78,72,71,75,70,75,70,70,76,5-10 hours,Sometimes,1,71-90%,Very actively,Excellent,Sometimes,Very motivated,Very engaged,Sometimes,Not effective,0
18,F,3,Yaya,7500,Factory Worker,13000,76,73.7,70,72,79,72,72,79,72,73,77,70,75,5-10 hours,Sometimes,0,50-70%,Extremely actively,Excellent,Sometimes,Extremely motivated,Very engaged,Sometimes,Very effective,0
20,M,1,Housewife,0,Sales Associate,14000,90,73.3,74,74,70,72,76,70,74,81,73,72,70,16-20 hours,Never,0,Less than 50%,Extremely actively,Poor,Always,Very motivated,Very engaged,Sometimes,Extremely effective,0
21,F,1,Housewife,0,Plumber,12000,88,74.5,75,72,77,70,74,80,82,72,70,73,74,5-10 hours,Always,0,More than 90%,Not at all,Good,Often,Very motivated,Moderately engaged,Often,Not effective,0
22,M,2,Factory Worker,9500,Warehouse Staff,13000,97,73.5,74,70,83,73,70,71,78,72,70,72,75,5-10 hours,Never,1,More than 90%,Very actively,Fair,Always,Very motivated,Extremely engaged,Never,Extremely effective,0
18,F,4,Cashier,12000,Call Center Agent,21000,86,72.6,72,75,77,71,71,71,79,70,71,70,72,5-10 hours,Rarely,1,71-90%,Slightly,Good,Often,Extremely motivated,Moderately engaged,Sometimes,Not effective,0
19,M,0,Housewife,0,Maintenance Worker,13000,84,74.5,79,81,78,71,71,70,70,75,75,72,77,5-10 hours,Often,0,71-90%,Not at all,Fair,Sometimes,Extremely motivated,Very engaged,Often,Not effective,0
20,F,1,Teacher,20000,Delivery Rider,12000,82,74.4,77,72,71,82,70,73,71,80,80,70,72,5-10 hours,Often,0,More than 90%,Not at all,Excellent,Often,Very motivated,Extremely engaged,Often,Extremely effective,0
18,M,2,Housewife,0,Janitor,7000,81,73.7,74,74,81,70,75,71,74,73,71,73,75,16-20 hours,Sometimes,0,More than 90%,Not at all,Good,Rarely,Not motivated,Slightly engaged,Often,Not effective,0
20,F,1,Sales Assistant,14500,Office Staff,16000,78,74.4,71,73,72,78,73,79,82,73,73,72,72,5-10 hours,Sometimes,1,Less than 50%,Not at all,Poor,Often,Very motivated,Moderately engaged,Sometimes,Very effective,0
19,F,5,Housewife,0,Waiter,10000,89,74.3,74,72,73,70,74,74,74,85,73,76,72,Less than 5 hours,Sometimes,1,71-90%,Not at all,Fair,Often,Moderately motivated,Very engaged,Often,Very effective,0
21,M,0,Waitress,10000,Retail Salesperson,16000,94,74.4,70,70,78,77,74,78,74,76,74,76,71,5-10 hours,Rarely,0,More than 90%,Moderately,Good,Always,Extremely motivated,Very engaged,Rarely,Very effective,0
20,F,1,Housewife,0,Graphic Designer,21000,95,74.1,74,78,71,82,76,72,73,71,71,70,77,Less than 5 hours,Often,0,71-90%,Very actively,Excellent,Always,Very motivated,Moderately engaged,Often,Very effective,0
18,M,2,Security Guard,16000,Government Official,19000,93,74.1,73,74,71,70,77,72,79,76,76,75,72,Less than 5 hours,Often,1,71-90%,Not at all,Excellent,Always,Very motivated,Very engaged,Often,Extremely effective,0
19,F,4,Housewife,0,Street Vendor,8000,76,74.5,72,85,79,75,71,71,75,72,71,77,71,Less than 5 hours,Sometimes,0,71-90%,Not at all,Good,Sometimes,Very motivated,Extremely engaged,Often,Not effective,0
20,M,0,Laundry Personnel,8500,Construction Worker,13000,90,73.7,71,73,83,72,70,76,71,71,71,75,78,Less than 5 hours,Sometimes,0,71-90%,Not at all,Fair,Always,Very motivated,Moderately engaged,Sometimes,Moderately effective,0
18,F,1,Housewife,0,Mechanic,15000,88,73.4,71,77,72,74,71,80,73,74,72,71,72,5-10 hours,Never,1,Less than 50%,Slightly,Good,Always,Extremely motivated,Moderately engaged,Never,Not effective,0
19,M,3,Street Vendor,11000,Electrician,14000,97,73.7,76,72,71,72,70,71,80,76,77,76,70,Less than 5 hours,Rarely,0,50-70%,Moderately,Good,Always,Very motivated,Moderately engaged,Rarely,Very effective,0
20,F,1,Housewife,0,Security Guard,15000,86,71.8,70,78,71,71,72,71,71,71,73,71,71,5-10 hours,Never,1,Less than 50%,Slightly,Good,Always,Very motivated,Very engaged,Often,Moderately effective,0
21,M,0,Government Official,21000,Jeepney Driver,12000,84,73.3,71,75,70,75,73,73,71,78,74,75,71,5-10 hours,Often,0,More than 90%,Not at all,Poor,Always,Extremely motivated,Slightly engaged,Often,Very effective,0
19,F,1,Housewife,0,Tricycle Driver,8000,82,73.9,74,84,77,71,70,70,74,71,71,70,81,11-15 hours,Rarely,1,Less than 50%,Slightly,Fair,Often,Not motivated,Very engaged,Often,Very effective,0
18,M,2,Delivery Rider,13000,Househusband,0,81,73.8,73,77,70,84,71,73,71,71,74,70,78,More than 20 hours,Often,0,71-90%,Slightly,Good,Often,Extremely motivated,Slightly engaged,Often,Very effective,0
20,F,4,HR,20000,PUV Driver,13000,78,73.8,75,78,73,70,74,71,75,71,73,80,72,More than 20 hours,Never,1,50-70%,Slightly,Excellent,Often,Very motivated,Moderately engaged,Rarely,Not effective,0
19,M,0,Housewife,0,Factory Driver,12000,89,74.5,73,71,75,72,78,71,73,73,83,74,76,5-10 hours,Often,0,More than 90%,Not at all,Good,Always,Very motivated,Moderately engaged,Rarely,Very effective,0
21,M,1,Housewife,0,Factory Worker,11000,94,73.8,74,78,71,75,70,77,79,71,71,73,73,Less than 5 hours,Always,0,71-90%,Extremely actively,Excellent,Often,Very motivated,Slightly engaged,Never,Very effective,0
20,F,2,Yaya,8000,Sales Associate,13000,95,74.2,83,72,71,71,76,72,71,72,70,75,83,5-10 hours,Often,1,71-90%,Slightly,Good,Always,Extremely motivated,Extremely engaged,Often,Not effective,0
18,F,1,Sales Assistant,15000,Customer Service Representative,20000,93,74,78,72,70,71,76,71,82,74,73,77,70,5-10 hours,Often,0,Less than 50%,Extremely actively,Fair,Always,Extremely motivated,Extremely engaged,Often,Very effective,0
19,M,5,Housewife,0,Plumber,13000,76,74,73,74,73,76,71,70,74,77,72,83,71,11-15 hours,Often,0,More than 90%,Slightly,Excellent,Always,Extremely motivated,Moderately engaged,Often,Extremely effective,0
20,F,0,Factory Worker,9500,Warehouse Staff,12000,90,74,76,73,76,83,73,70,70,70,77,71,75,11-15 hours,Sometimes,1,Less than 50%,Moderately,Poor,Always,Very motivated,Very engaged,Often,Moderately effective,0
18,M,1,Housewife,0,Call Center Agent,22000,88,73.6,75,75,74,72,70,76,70,70,73,78,77,More than 20 hours,Often,0,Less than 50%,Extremely actively,Excellent,Always,Extremely motivated,Extremely engaged,Sometimes,Very effective,0
19,M,2,Cashier,13000,Maintenance Worker,12000,97,73.6,70,70,78,70,71,72,73,70,84,80,72,11-15 hours,Rarely,0,71-90%,Very actively,Poor,Often,Moderately motivated,Very engaged,Often,Very effective,0
20,F,4,Housewife,0,Delivery Rider,13000,86,73.5,73,70,71,70,73,75,71,85,73,77,71,5-10 hours,Often,1,More than 90%,Not at all,Good,Often,Very motivated,Extremely engaged,Often,Very effective,0
21,M,0,Teacher,22000,Janitor,9000,84,74.1,70,76,71,71,84,71,74,79,73,73,73,11-15 hours,Always,1,71-90%,Not at all,Fair,Often,Moderately motivated,Moderately engaged,Often,Very effective,0
19,M,1,Housewife,0,Office Staff,15000,82,74.4,73,70,76,75,85,74,70,72,71,78,74,5-10 hours,Rarely,0,Less than 50%,Very actively,Fair,Always,Moderately motivated,Very engaged,Sometimes,Extremely effective,0
18,F,3,Waitress,10500,Waiter,9000,81,74.4,71,76,76,72,71,72,73,74,76,72,85,16-20 hours,Always,0,More than 90%,Very actively,Poor,Often,Very motivated,Very engaged,Never,Extremely effective,0
20,F,1,Housewife,0,Retail Salesperson,14000,78,74.4,72,72,74,77,70,81,78,76,73,73,72,5-10 hours,Never,1,71-90%,Not at all,Fair,Always,Not motivated,Slightly engaged,Never,Extremely effective,0
19,M,0,Security Guard,14000,Graphic Designer,19000,89,73.8,71,79,70,71,73,77,70,78,77,75,71,5-10 hours,Sometimes,0,50-70%,Very actively,Fair,Sometimes,Very motivated,Extremely engaged,Rarely,Extremely effective,0
22,F,1,Housewife,0,Government Official,18000,94,73.7,71,74,80,72,74,71,72,77,75,73,72,16-20 hours,Never,1,More than 90%,Very actively,Poor,Sometimes,Very motivated,Moderately engaged,Often,Very effective,0
18,M,2,Laundry Personnel,9000,Street Vendor,9000,95,72.1,76,72,75,71,70,70,74,71,70,71,73,16-20 hours,Sometimes,1,71-90%,Very actively,Poor,Often,Extremely motivated,Very engaged,Often,Not effective,0
20,F,4,Housewife,0,Construction Worker,15000,93,73.5,81,70,71,71,71,70,73,73,78,80,71,16-20 hours,Rarely,0,71-90%,Extremely actively,Poor,Rarely,Very motivated,Very engaged,Often,Extremely effective,0
21,M,0,Street Vendor,12000,Mechanic,16000,76,74.3,73,81,75,74,71,78,78,70,71,73,73,Less than 5 hours,Always,0,Less than 50%,Very actively,Excellent,Often,Very motivated,Extremely engaged,Often,Very effective,0
19,M,1,Housewife,0,Electrician,13000,90,73.8,75,76,70,72,76,73,75,82,71,71,71,Less than 5 hours,Rarely,1,50-70%,Very actively,Excellent,Always,Very motivated,Very engaged,Often,Extremely effective,0
18,F,2,Government Official,18000,Security Guard,14000,88,73.8,71,71,82,72,70,73,71,77,73,70,82,16-20 hours,Sometimes,1,Less than 50%,Moderately,Good,Always,Very motivated,Moderately engaged,Never,Very effective,0
20,F,1,Housewife,0,Jeepney Driver,11000,97,74.3,71,77,75,78,70,73,74,71,82,70,76,5-10 hours,Often,0,Less than 50%,Slightly,Fair,Always,Very motivated,Extremely engaged,Often,Very effective,0
19,M,5,Delivery Rider,11500,Tricycle Driver,10000,86,74.1,76,70,77,80,77,73,70,70,75,75,72,Less than 5 hours,Sometimes,1,71-90%,Extremely actively,Poor,Often,Very motivated,Slightly engaged,Never,Very effective,0
21,F,0,HR,19000,Househusband,0,84,73.5,73,71,83,71,70,70,74,70,79,70,77,Less than 5 hours,Never,0,50-70%,Not at all,Excellent,Often,Moderately motivated,Very engaged,Often,Very effective,0
20,M,1,Housewife,0,PUV Driver,12000,82,74.4,72,82,73,73,73,71,74,77,77,72,74,11-15 hours,Sometimes,0,Less than 50%,Moderately,Fair,Often,Extremely motivated,Extremely engaged,Never,Very effective,0
18,F,2,Housewife,0,Factory Driver,13000,81,74.4,71,72,70,70,77,76,83,83,74,71,71,Less than 5 hours,Always,1,Less than 50%,Moderately,Fair,Often,Not motivated,Extremely engaged,Rarely,Extremely effective,0
19,F,4,Housewife,0,Factory Worker,9000,78,74.5,73,81,72,70,82,70,70,70,76,82,73,5-10 hours,Rarely,0,More than 90%,Slightly,Good,Often,Very motivated,Slightly engaged,Rarely,Very effective,0
20,M,0,Yaya,9000,Sales Associate,14000,89,73.5,71,75,73,70,79,70,76,75,72,78,70,5-10 hours,Always,1,More than 90%,Not at all,Excellent,Often,Extremely motivated,Very engaged,Never,Moderately effective,0
18,M,1,Sales Assistant,13000,Customer Service Representative,21000,94,74.5,70,70,77,81,74,74,71,74,70,82,76,11-15 hours,Sometimes,0,50-70%,Slightly,Good,Often,Not motivated,Very engaged,Often,Very effective,0
19,F,3,Cashier,11000,Plumber,14000,95,74.4,70,74,70,75,75,80,72,70,72,80,80,11-15 hours,Sometimes,0,Less than 50%,Slightly,Excellent,Always,Not motivated,Very engaged,Often,Very effective,0
20,F,1,Housewife,0,Warehouse Staff,13000,93,73.9,75,77,77,70,70,71,75,73,74,76,75,Less than 5 hours,Often,1,50-70%,Not at all,Fair,Always,Very motivated,Extremely engaged,Rarely,Extremely effective,0
21,M,0,Factory Worker,10000,Call Center Agent,20000,76,73.5,72,71,77,70,70,77,71,75,74,78,73,5-10 hours,Often,1,50-70%,Moderately,Fair,Often,Extremely motivated,Moderately engaged,Rarely,Very effective,0
19,M,1,Government Official,19000,Maintenance Worker,13000,90,74.5,75,78,71,75,77,80,72,72,70,73,76,16-20 hours,Often,0,Less than 50%,Very actively,Excellent,Often,Very motivated,Moderately engaged,Often,Extremely effective,0
18,F,2,Waitress,10000,Delivery Rider,12000,88,73.7,70,78,74,74,74,79,78,71,73,70,70,Less than 5 hours,Often,0,71-90%,Extremely actively,Fair,Always,Extremely motivated,Moderately engaged,Never,Extremely effective,0
20,F,4,Housewife,0,Janitor,8000,97,74.4,73,76,80,70,80,70,72,73,72,79,73,Less than 5 hours,Often,1,More than 90%,Not at all,Poor,Always,Extremely motivated,Very engaged,Often,Very effective,0
19,F,0,Security Guard,15000,Office Staff,16000,86,74.2,75,70,73,75,71,77,76,70,71,84,74,5-10 hours,Often,0,Less than 50%,Slightly,Fair,Always,Moderately motivated,Moderately engaged,Sometimes,Extremely effective,0
22,M,1,Laundry Personnel,8000,Waiter,11000,84,74.3,70,71,71,78,75,71,82,82,71,72,74,5-10 hours,Rarely,1,Less than 50%,Not at all,Poor,Always,Extremely motivated,Extremely engaged,Never,Very effective,0
18,M,2,Delivery Rider,12500,Retail Salesperson,15000,82,73.6,70,70,84,73,72,73,73,71,70,81,73,Less than 5 hours,Rarely,0,Less than 50%,Moderately,Good,Always,Moderately motivated,Extremely engaged,Sometimes,Very effective,0
20,F,1,Tailor,9500,Graphic Designer,20000,81,74.4,74,70,76,70,73,79,70,76,78,76,76,16-20 hours,Rarely,0,50-70%,Slightly,Excellent,Often,Extremely motivated,Slightly engaged,Often,Moderately effective,0
21,M,5,Housewife,0,Government Official,17000,78,74.5,70,70,78,71,71,77,74,75,73,76,84,16-20 hours,Often,1,Less than 50%,Very actively,Excellent,Sometimes,Extremely motivated,Slightly engaged,Often,Very effective,0
19,F,0,HR,21500,Street Vendor,8000,89,73.9,72,74,79,70,70,70,77,80,73,77,71,5-10 hours,Never,0,More than 90%,Very actively,Good,Sometimes,Very motivated,Moderately engaged,Often,Moderately effective,0
18,M,1,Street Vendor,11000,Construction Worker,12000,94,73.3,83,72,70,72,72,72,81,70,72,72,70,5-10 hours,Often,1,More than 90%,Slightly,Fair,Sometimes,Moderately motivated,Extremely engaged,Often,Extremely effective,0
20,F,2,Housewife,0,Mechanic,15000,95,74.4,82,72,72,70,73,71,74,85,71,71,77,More than 20 hours,Always,0,50-70%,Very actively,Poor,Always,Very motivated,Extremely engaged,Rarely,Not effective,0
19,M,4,Teacher,19500,Electrician,14000,93,74,77,73,73,78,79,74,73,72,70,73,72,5-10 hours,Sometimes,1,71-90%,Not at all,Poor,Often,Extremely motivated,Moderately engaged,Often,Extremely effective,0
21,F,0,Sales Clerk,11500,Security Guard,15000,76,74.3,74,72,70,82,77,72,83,75,70,71,71,5-10 hours,Often,0,71-90%,Slightly,Good,Always,Extremely motivated,Very engaged,Often,Very effective,0
20,M,1,Housewife,0,Jeepney Driver,11000,90,73.8,74,75,74,73,75,70,71,73,81,71,75,5-10 hours,Sometimes,0,Less than 50%,Slightly,Good,Often,Not motivated,Moderately engaged,Rarely,Moderately effective,0
18,F,3,Housewife,0,Tricycle Driver,9000,88,74.4,71,80,78,70,80,71,71,71,77,74,75,5-10 hours,Rarely,1,71-90%,Slightly,Good,Sometimes,Moderately motivated,Extremely engaged,Often,Moderately effective,0
19,M,1,Housewife,0,Househusband,0,97,74.4,74,78,78,71,74,74,73,75,75,73,73,Less than 5 hours,Rarely,0,More than 90%,Not at all,Good,Always,Not motivated,Extremely engaged,Rarely,Very effective,0
20,M,0,Cashier,14500,PUV Driver,13000,86,74.5,71,78,81,82,71,70,71,73,70,82,70,5-10 hours,Often,1,50-70%,Slightly,Good,Always,Very motivated,Extremely engaged,Rarely,Very effective,0
18,F,1,Housewife,0,Factory Driver,12000,84,74.1,71,77,77,71,74,71,75,78,72,78,71,5-10 hours,Often,0,More than 90%,Not at all,Poor,Rarely,Very motivated,Slightly engaged,Often,Very effective,0
19,M,2,Factory Worker,12000,Factory Worker,11000,82,74.5,71,85,70,74,73,70,81,71,71,81,72,16-20 hours,Sometimes,0,71-90%,Slightly,Good,Always,Very motivated,Moderately engaged,Often,Extremely effective,0
20,M,4,Government Official,20000,Sales Associate,14000,81,74.4,75,73,83,76,70,76,77,70,70,78,70,11-15 hours,Often,1,50-70%,Very actively,Fair,Often,Not motivated,Very engaged,Often,Moderately effective,0
21,M,0,Teacher,20500,Customer Service Representative,20000,78,74.4,73,76,79,76,70,74,70,74,71,77,78,16-20 hours,Sometimes,1,71-90%,Slightly,Excellent,Sometimes,Moderately motivated,Very engaged,Never,Extremely effective,0
19,F,1,Housewife,0,Plumber,13000,89,74.4,79,72,81,70,71,77,71,80,71,73,73,5-10 hours,Never,0,71-90%,Slightly,Good,Often,Extremely motivated,Moderately engaged,Sometimes,Very effective,0
18,M,2,Yaya,8500,Warehouse Staff,12000,94,74.5,73,78,73,74,80,70,73,70,76,74,78,16-20 hours,Rarely,0,71-90%,Moderately,Good,Rarely,Very motivated,Moderately engaged,Often,Very effective,0
20,F,1,Housewife,0,Call Center Agent,22000,95,74.4,70,79,71,71,79,77,73,72,76,79,71,16-20 hours,Sometimes,1,50-70%,Slightly,Good,Often,Very motivated,Very engaged,Never,Extremely effective,0
19,F,5,Sales Assistant,14000,Maintenance Worker,13000,93,73.1,70,72,73,76,71,72,73,80,70,71,76,5-10 hours,Often,0,71-90%,Slightly,Good,Rarely,Extremely motivated,Slightly engaged,Rarely,Moderately effective,0
22,M,0,Waitress,9500,Delivery Rider,14000,76,74.5,81,72,75,72,78,82,70,70,74,74,71,Less than 5 hours,Sometimes,0,More than 90%,Not at all,Poor,Always,Very motivated,Very engaged,Often,Extremely effective,0
18,F,1,Housewife,0,Janitor,8000,90,73.6,78,77,72,71,70,84,73,70,70,75,70,11-15 hours,Always,0,Less than 50%,Not at all,Fair,Always,Very motivated,Extremely engaged,Rarely,Very effective,0
20,M,2,Security Guard,13500,Office Staff,15000,88,74.4,74,73,71,82,75,71,72,77,76,74,73,Less than 5 hours,Often,1,Less than 50%,Not at all,Poor,Often,Extremely motivated,Very engaged,Often,Extremely effective,0
21,M,4,Laundry Personnel,7500,Waiter,10000,97,74.4,72,72,75,73,75,82,78,77,71,71,72,Less than 5 hours,Never,1,50-70%,Extremely actively,Fair,Often,Very motivated,Extremely engaged,Never,Very effective,0
19,F,0,Housewife,0,Retail Salesperson,16000,86,74.4,73,84,74,73,71,77,73,74,72,70,77,11-15 hours,Rarely,0,50-70%,Not at all,Excellent,Often,Very motivated,Very engaged,Rarely,Extremely effective,0
18,M,1,Delivery Rider,13000,Graphic Designer,21000,84,74.4,72,70,72,77,85,70,75,73,78,74,72,5-10 hours,Often,0,More than 90%,Very actively,Poor,Always,Extremely motivated,Very engaged,Never,Not effective,0
20,M,3,HR,22000,Government Official,19000,82,74.5,77,78,73,71,73,74,76,73,74,75,75,Less than 5 hours,Always,0,71-90%,Moderately,Good,Rarely,Not motivated,Extremely engaged,Often,Very effective,0
19,M,1,Tailor,8500,Street Vendor,8000,81,74.4,71,78,77,77,70,75,80,73,70,76,71,More than 20 hours,Rarely,1,More than 90%,Moderately,Good,Sometimes,Very motivated,Moderately engaged,Rarely,Very effective,0
21,F,0,Housewife,0,Construction Worker,14000,78,74,75,71,74,70,79,81,74,70,72,77,71,Less than 5 hours,Often,0,71-90%,Very actively,Fair,Often,Very motivated,Very engaged,Rarely,Moderately effective,0
20,F,1,Yaya,7500,Mechanic,16000,89,73.3,73,70,70,73,83,70,82,74,70,71,70,16-20 hours,Always,0,50-70%,Very actively,Good,Always,Very motivated,Very engaged,Often,Extremely effective,0
18,M,2,Sales Assistant,14000,Electrician,13000,94,74.3,81,72,70,72,78,78,74,74,73,75,70,16-20 hours,Always,1,Less than 50%,Slightly,Poor,Often,Not motivated,Very engaged,Never,Moderately effective,0
19,F,4,Cashier,13500,Security Guard,16000,95,74.4,70,79,74,71,76,74,71,71,73,76,83,Less than 5 hours,Rarely,0,More than 90%,Very actively,Fair,Sometimes,Extremely motivated,Moderately engaged,Never,Extremely effective,0
20,F,0,Housewife,0,Jeepney Driver,12000,93,74.5,82,79,71,82,70,72,73,70,70,73,77,Less than 5 hours,Rarely,1,71-90%,Slightly,Poor,Often,Not motivated,Very engaged,Often,Extremely effective,0
18,M,1,Factory Worker,9000,Tricycle Driver,10000,94,74.4,77,70,76,70,74,77,78,77,75,70,74,5-10 hours,Always,0,50-70%,Moderately,Excellent,Often,Extremely motivated,Moderately engaged,Rarely,Very effective,0
19,F,2,Government Official,17000,Househusband,0,90,74.4,73,72,78,80,73,70,73,75,80,72,72,5-10 hours,Often,0,More than 90%,Very actively,Poor,Often,Very motivated,Very engaged,Often,Moderately effective,0
20,M,1,Waitress,10000,PUV Driver,11000,88,74.5,72,80,73,71,72,80,79,71,74,73,74,5-10 hours,Sometimes,1,71-90%,Very actively,Good,Always,Very motivated,Extremely engaged,Rarely,Not effective,0
21,F,5,Housewife,0,Factory Driver,13000,97,73.5,75,71,74,71,83,71,73,70,73,74,73,Less than 5 hours,Often,1,More than 90%,Moderately,Fair,Often,Very motivated,Moderately engaged,Rarely,Very effective,0
19,M,0,Security Guard,16000,Factory Worker,12000,86,74.4,71,72,75,74,71,72,85,71,78,79,70,16-20 hours,Always,0,More than 90%,Slightly,Fair,Often,Extremely motivated,Very engaged,Never,Moderately effective,0
18,M,1,Laundry Personnel,8000,Sales Associate,15000,84,74.3,72,70,75,83,70,83,70,73,76,74,71,Less than 5 hours,Sometimes,1,More than 90%,Slightly,Good,Rarely,Extremely motivated,Extremely engaged,Rarely,Moderately effective,0
20,F,2,Delivery Rider,12000,Customer Service Representative,19000,82,74.5,70,77,70,70,78,75,83,78,72,75,71,16-20 hours,Never,0,Less than 50%,Very actively,Fair,Always,Very motivated,Slightly engaged,Often,Very effective,0
19,M,4,Tailor,10500,Plumber,12000,81,73.2,71,71,70,75,76,74,76,70,82,70,70,11-15 hours,Often,1,71-90%,Slightly,Poor,Always,Very motivated,Moderately engaged,Rarely,Moderately effective,0
22,F,0,Housewife,0,Warehouse Staff,13000,78,74.4,70,71,72,70,77,81,75,75,71,73,83,5-10 hours,Rarely,0,Less than 50%,Not at all,Excellent,Always,Extremely motivated,Moderately engaged,Rarely,Very effective,0
18,F,1,HR,21000,Call Center Agent,21000,89,74.3,75,80,71,77,76,73,70,73,70,76,76,5-10 hours,Always,0,71-90%,Extremely actively,Fair,Always,Moderately motivated,Extremely engaged,Never,Not effective,0
20,F,3,Street Vendor,13000,Maintenance Worker,14000,90,74,70,70,72,73,74,80,76,77,72,74,76,More than 20 hours,Rarely,1,50-70%,Not at all,Fair,Always,Very motivated,Very engaged,Never,Very effective,0
18,F,2,Software Engineer,50000,Engineer,30000,85,74.4,70,71,76,72,76,73,70,75,73,81,81,11-15 hours,Often,1,Less than 50%,Not at all,Excellent,Sometimes,Moderately motivated,Very engaged,Never,Very effective,0
19,M,1,Housekeeper,20000,None,0,90,73.2,74,75,73,70,74,72,70,74,72,73,78,11-15 hours,Rarely,0,71-90%,Not at all,Poor,Often,Moderately motivated,Very engaged,Often,Very effective,0
20,F,3,Teacher,30000,Doctor,40000,80,73.8,81,75,78,70,78,70,71,72,70,70,77,16-20 hours,Sometimes,1,More than 90%,Slightly,Good,Always,Very motivated,Very engaged,Never,Very effective,0
21,M,2,Software Developer,65000,Accountant,35000,75,74.5,82,70,71,76,76,70,75,78,77,70,74,5-10 hours,Rarely,1,Less than 50%,Slightly,Good,Rarely,Extremely motivated,Very engaged,Rarely,Very effective,0
22,F,1,Marketing Manager,50000,Clerk,18000,88,74.2,72,83,76,72,73,71,71,76,78,72,72,11-15 hours,Sometimes,1,Less than 50%,Moderately,Excellent,Always,Very motivated,Moderately engaged,Often,Extremely effective,0
